id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3801329525,2014-07-07,669488,4,3.82,2222,9793,2,1,1,3,3,1914,864,2014,0,98140,47.55957494933208,-122.4516610958219,2247,4896
6373348142,2014-07-08,1116121,8,5.0,3814,2620,1,0,0,2,4,3472,252,2005,0,98169,47.247309418342375,-121.62772480399681,3823,10816
3793555189,2014-07-09,1189878,8,5.0,3657,14072,2,1,4,2,10,3428,440,1958,2010,98048,47.37214212934726,-122.08215793832028,3852,9066
5818985144,2014-07-10,775133,3,2.75,2319,8503,2,0,1,4,7,1860,185,1977,0,98077,47.39321932358529,-121.94021314292861,2189,10373
5281692495,2014-07-11,939927,7,5.0,3125,14499,1,1,1,4,9,2781,858,1994,2000,98183,47.53767732112495,-122.47804649812298,3284,1727
6082889375,2014-07-12,1072210,7,5.0,3229,5766,1,1,3,2,3,2920,226,1975,2010,98174,47.367089473625676,-121.5639264981372,3117,8039
7846787160,2014-07-13,1015048,5,4.47,3104,6362,1,1,0,2,12,2664,527,1977,2010,98135,47.257389159733606,-121.597259538908,3165,13076
7061807627,2014-07-14,555425,4,3.28,2097,6192,1,0,3,1,7,2078,667,1989,1990,98054,47.29891404456793,-121.9567219700819,2262,8715
3674614793,2014-07-15,1091185,7,5.0,3560,7622,2,0,3,4,5,3192,353,1964,0,98017,47.30436868096252,-121.92268836683164,3547,4670
8911397039,2014-07-16,998108,6,3.66,3193,7093,2,0,2,4,12,3145,622,1955,1990,98034,47.705616966533654,-121.79498278759651,3104,2141
3889856434,2014-07-17,389518,1,1.0,1295,7704,2,1,4,2,4,806,0,1976,2000,98159,47.37059181218697,-122.23530510356385,1333,11567
7003866817,2014-07-18,468143,4,3.52,1551,1100,2,0,1,1,4,1417,552,1987,2010,98151,47.628815040348854,-122.2780843772867,1606,5031
4461653006,2014-07-19,643049,4,3.28,2143,7657,1,0,0,2,11,2115,559,2013,2000,98006,47.540703247803584,-121.82597705339836,2092,9550
1106017638,2014-07-20,672474,3,2.61,1863,6875,1,0,4,2,6,1816,926,1979,0,98012,47.78622325216986,-122.3955775538411,1789,4742
7643010157,2014-07-21,768922,3,2.57,2481,5271,2,0,4,3,6,2005,419,1952,1990,98125,47.36369360132812,-122.04593799527662,2672,3844
8901968228,2014-07-22,551447,3,2.89,1854,1237,2,1,0,4,9,1586,619,2011,0,98111,47.295023812317524,-122.00723957600091,1972,13730
5842514135,2014-07-23,676841,3,2.12,2163,8226,2,1,4,1,12,2161,160,1961,2000,98068,47.23122270261674,-122.11866302308484,2359,3211
8731827361,2014-07-24,685554,5,3.81,2029,9032,2,0,2,3,12,1772,160,1979,1990,98099,47.34457579736877,-122.31473182430227,2102,1972
8665527422,2014-07-25,803981,4,2.49,2538,6218,1,0,4,4,4,2523,870,1987,0,98089,47.61044253184924,-122.14468373567465,2670,1360
2322361951,2014-07-26,1225413,6,3.86,3919,5025,2,0,2,2,5,3826,127,2009,2000,98041,47.25115493478212,-122.16244274643955,4116,3632
4597167532,2014-07-27,586299,2,1.0,1996,12110,1,1,1,1,5,1639,721,1987,0,98108,47.346821107089795,-122.00073432535125,1934,4190
7791182629,2014-07-28,1167493,6,4.06,3802,7073,1,0,1,4,8,3669,150,1964,2010,98158,47.7131850209104,-121.82531915842148,3704,5948
9940692879,2014-07-29,851209,6,5.0,2737,3542,1,1,3,2,5,2437,443,1967,1990,98109,47.549771769618715,-121.53176487647383,2778,2624
7194917094,2014-07-30,1235740,8,5.0,3796,11195,1,1,2,3,7,3470,766,2001,1990,98025,47.24171292415192,-122.35583673982568,3712,13120
9772341453,2014-07-31,552690,3,2.1,1908,2537,2,0,1,1,6,1776,470,1978,1990,98075,47.22860988654986,-121.62698289005891,1921,14899
8235414411,2014-08-01,629663,4,2.35,1900,1754,2,0,4,4,5,1589,462,2009,2010,98031,47.236673725195466,-122.21582199960974,1716,2756
4596017238,2014-08-02,652449,4,2.7,1806,12560,2,0,0,3,10,1352,729,1970,1990,98090,47.76512503008835,-121.9086272299986,1784,8818
5842015036,2014-08-03,1030285,6,4.58,3180,11450,2,1,0,2,12,2699,29,1966,2010,98124,47.70992285713663,-121.95326305201613,3203,6119
2978561845,2014-08-04,1004020,7,4.9,3175,14434,1,1,2,2,5,2793,472,1967,1990,98125,47.70696402521126,-121.94305158137173,3244,7026
6661892356,2014-08-05,386693,1,1.29,1472,8396,1,0,3,4,8,1441,556,2006,0,98051,47.75453005734612,-121.77664138828119,1584,9432
4840839450,2014-08-06,789305,3,3.02,2268,12857,1,1,4,2,9,1964,79,1986,0,98147,47.503153234150545,-122.118311694251,2416,13953
1058557684,2014-08-07,506099,3,1.13,1782,8823,2,0,2,1,9,1514,38,2009,0,98102,47.34840680268601,-122.18090003676315,1715,14453
3380943835,2014-08-08,1291428,7,4.91,3930,6507,1,0,0,4,4,3517,239,1987,0,98104,47.44080880254311,-121.64716542681452,3843,7975
5690528445,2014-08-09,414625,2,1.53,1209,5235,1,1,2,3,5,1185,556,1961,2010,98167,47.63131844373029,-122.27990495972573,1140,1975
3375597852,2014-08-10,601861,2,2.06,1979,1540,1,1,4,4,12,1511,589,1950,2000,98186,47.725619722912754,-122.31975396268885,1917,5318
8783589374,2014-08-11,607051,4,2.77,1934,6510,1,1,1,4,12,1619,336,2007,2000,98013,47.46105455601972,-122.48439256334474,2098,6923
2649450590,2014-08-12,262614,1,1.0,1148,9461,2,1,4,3,6,1090,907,1952,0,98171,47.52122857322924,-122.28942221797081,1179,3313
8156565953,2014-08-13,271603,1,1.0,817,8926,1,0,1,2,9,605,860,2012,2000,98103,47.75906979596575,-121.98146856668329,991,10497
5247016260,2014-08-14,1249796,8,5.0,3796,6131,1,0,1,3,4,3641,799,1970,2000,98116,47.26449918226566,-121.96149112698589,3687,1787
2674606663,2014-08-15,512645,4,3.72,1757,12652,2,0,1,1,5,1262,951,1972,1990,98047,47.71737953018447,-122.24557950880447,1823,3428
9937992799,2014-08-16,357108,1,1.0,1183,12600,2,1,2,2,9,870,279,1958,2010,98092,47.295584489351164,-122.4277258299588,1081,9747
1376453173,2014-08-17,370793,2,2.66,1163,9697,2,0,0,4,9,888,115,2004,0,98170,47.49031681017437,-121.75535920365479,1169,11301
5577626639,2014-08-18,808628,3,2.61,2498,2129,1,1,2,2,12,2081,268,1968,2000,98143,47.33105387719784,-121.7420246514377,2305,14134
7287034306,2014-08-19,1263690,8,5.0,3945,11271,1,1,0,2,5,3557,915,2011,2000,98109,47.56176857841436,-121.50216360370844,4114,7664
2374506878,2014-08-20,587984,3,2.54,2131,4145,1,1,4,1,3,1922,334,1988,0,98162,47.53514405302496,-121.59997042946529,2251,14382
7341352884,2014-08-21,592003,2,1.37,1995,12434,1,0,3,2,5,1552,311,1976,1990,98052,47.428004418544454,-121.57393793548236,1887,11841
3100392641,2014-08-22,1222431,7,5.0,3804,14380,2,1,4,2,7,3318,52,1995,0,98161,47.71798210890707,-121.70179617425606,3761,10751
4691766611,2014-08-23,562876,3,2.16,1636,14100,1,1,2,2,9,1210,67,1983,1990,98002,47.595887992172834,-121.8844971466175,1795,13427
7838882311,2014-08-24,725018,5,4.03,2353,9553,1,1,2,4,6,2297,693,1982,2000,98067,47.632723074977164,-122.37145404239548,2251,8483
3983515247,2014-08-25,745382,3,2.23,2020,4720,2,1,0,2,3,1836,33,1999,2010,98132,47.2903958429246,-121.87768670254412,2044,2363
2102704915,2014-08-26,841976,4,2.52,2989,10648,2,1,2,3,8,2531,795,1969,1990,98137,47.72989940678537,-122.44404413958537,3128,4959
4453564582,2014-08-27,300714,1,1.0,1063,14216,2,1,1,2,4,1010,817,1989,1990,98051,47.300224098172016,-121.6147008887288,1070,9781
9567103250,2014-08-28,573148,4,2.51,1791,5067,1,1,2,1,5,1583,385,2007,0,98156,47.33367097852598,-122.0181786645858,1663,2749
5692253658,2014-08-29,1257062,8,5.0,3957,5195,1,1,0,2,6,3590,248,1980,2000,98095,47.27683308309813,-121.8025271680242,3815,7671
4351568554,2014-08-30,1195792,7,4.94,3958,10873,1,1,0,2,8,3530,110,1987,2010,98030,47.46421552478129,-122.44775633630404,4044,1540
3893526924,2014-08-31,1197593,7,4.29,3684,10244,1,1,1,4,8,3343,93,1994,0,98065,47.732625539051384,-121.96575157707717,3547,8634
6615797723,2014-09-01,699354,4,3.2,2136,8281,1,1,0,3,9,1844,409,1990,0,98090,47.351468511765916,-122.19873660214664,2191,11614
4420978028,2014-09-02,1102098,5,4.51,3499,3509,2,1,3,2,7,3160,178,1958,2010,98068,47.42425205225377,-122.21503173426275,3346,9482
6293724714,2014-09-03,1172192,6,4.89,3652,6016,2,0,4,3,9,3349,46,1958,2000,98164,47.707639852045254,-122.11034408529682,3730,11282
7543655769,2014-09-04,358211,2,1.2,1198,7533,1,0,2,1,4,947,793,2012,2010,98154,47.570689167855335,-122.49936053913946,1195,4935
6575192470,2014-09-05,757131,4,2.21,2660,5727,1,1,3,4,3,2287,851,1971,0,98086,47.65096983618776,-122.03333911827983,2617,4958
9876382646,2014-09-06,124468,1,1.0,501,1681,1,1,2,3,12,64,873,1965,0,98032,47.32840002966167,-122.01343331639207,611,4859
5501522186,2014-09-07,380152,3,2.17,1141,4932,1,1,3,4,10,838,603,1981,1990,98067,47.629893917999546,-121.63686908416094,947,9050
6564838953,2014-09-08,888237,5,3.27,2767,11321,1,0,2,2,3,2656,375,1963,2010,98186,47.33656634718506,-122.05147439211751,2814,10447
7542150241,2014-09-09,678768,5,4.03,2089,14041,2,0,1,1,4,1724,723,1987,2010,98191,47.79238838932639,-122.13644370613233,2256,6331
7865913715,2014-09-10,443635,1,1.67,1354,6560,2,0,0,4,12,1349,586,1957,2010,98087,47.53593169367604,-121.50525294863753,1385,9199
8099364720,2014-09-11,688642,4,3.11,2259,5016,2,1,0,2,8,1842,889,1970,0,98171,47.61738355482588,-121.9287866753975,2164,2657
5956046555,2014-09-12,1200134,6,4.58,3796,8339,1,1,1,3,3,3606,201,2005,2000,98094,47.2710409504849,-122.02738679136586,3693,13770
5196319074,2014-09-13,968204,6,4.03,2932,12494,1,1,3,1,12,2599,444,1995,0,98107,47.35039358802494,-122.00406416545162,2999,7185
9133101486,2014-09-14,1267955,8,5.0,3974,1719,2,1,4,1,5,3543,918,1992,1990,98176,47.28384439573861,-121.6908187024912,3833,5428
5280216899,2014-09-15,636133,5,3.71,2161,1074,2,0,3,3,9,1883,932,1995,0,98052,47.43410242916303,-122.15932363102984,2268,10448
4008331659,2014-09-16,467825,2,1.21,1653,10485,1,1,0,3,10,1272,296,1997,0,98073,47.37048151852324,-122.11083953731405,1592,8237
8604012901,2014-09-17,534342,2,1.53,1576,11114,2,0,4,1,6,1237,307,1980,0,98048,47.63975335577834,-121.74412664066253,1772,13142
6743671947,2014-09-18,761723,3,2.49,2207,5157,2,0,2,4,5,2195,722,1982,1990,98112,47.265225387776894,-122.42701626038622,2334,2039
3275104164,2014-09-19,1091864,5,3.82,3277,14161,1,1,4,1,3,2975,492,1993,2010,98113,47.65123562107022,-121.63483084185674,3266,3116
8440551732,2014-09-20,720107,5,4.35,2195,9511,2,0,3,3,11,2152,337,1957,2000,98193,47.22742289478315,-122.06979730353203,2119,9876
5188366092,2014-09-21,659743,5,3.94,2233,3149,2,0,1,4,12,2129,944,1951,2000,98094,47.32121070239344,-121.91870702449435,2195,5018
4578585468,2014-09-22,611382,3,2.11,1939,10644,2,0,2,2,8,1780,922,1966,1990,98190,47.67517899517876,-121.74252384074016,1798,14281
6596417589,2014-09-23,966312,5,3.95,2794,14161,1,0,3,1,8,2641,645,2001,2010,98024,47.64566598466474,-122.23394807756065,2624,10989
5151289971,2014-09-24,441424,1,1.0,1335,10747,2,1,2,3,11,1094,841,1994,2010,98131,47.485795668351315,-121.60968579167935,1467,8546
7992720131,2014-09-25,220226,2,1.0,702,7713,2,1,4,2,3,522,65,1986,1990,98178,47.229989629046536,-121.52077502774338,577,2824
3903848966,2014-09-26,1237931,8,5.0,3755,5207,2,0,0,1,8,3742,791,1991,0,98138,47.56593624500158,-122.00572563859387,3797,4534
6614548601,2014-09-27,143130,2,1.35,622,12224,1,1,3,1,7,443,421,1993,2010,98144,47.44403446238446,-121.56306263496732,738,7670
7659225576,2014-09-28,245216,1,1.0,900,8141,1,0,1,4,8,524,539,1987,2000,98107,47.38991689011878,-122.49887137747302,957,14990
8798670232,2014-09-29,345590,2,1.88,1266,9652,2,1,4,3,10,975,923,1955,1990,98193,47.58424638209592,-121.60576217036447,1255,9254
7299549212,2014-09-30,281378,2,1.87,793,10078,1,1,3,2,7,530,628,2000,2000,98197,47.46196873732104,-122.1889546802487,969,9452
9919456608,2014-10-01,943805,6,4.15,2827,12725,2,1,1,1,4,2660,492,1984,0,98068,47.25545266027191,-122.1885045752724,2941,4571
5557409826,2014-10-02,1091608,7,5.0,3431,4936,1,1,3,4,4,3218,881,2007,1990,98083,47.7495702823074,-122.27191113523006,3526,4192
7439457115,2014-10-03,175453,1,1.0,697,10307,1,1,4,2,12,548,998,2006,2000,98156,47.667095859672024,-122.1829860988491,673,5953
1456715202,2014-10-04,1137712,8,5.0,3529,2075,2,0,3,2,7,3514,961,1955,2000,98084,47.23382691477433,-122.28651541630137,3616,14551
9336738803,2014-10-05,754671,5,3.34,2430,4876,2,1,2,1,5,2340,316,1962,0,98118,47.515038322114414,-121.59413089369002,2523,10680
4748025004,2014-10-06,999891,5,3.87,3299,5615,2,0,4,2,12,3180,941,2008,1990,98071,47.25002653773918,-121.60097627278664,3446,10322
9590735717,2014-10-07,864249,4,2.61,2691,14099,1,0,3,1,5,2248,836,1979,2010,98019,47.70237391543509,-122.39778868507938,2697,5275
7931988986,2014-10-08,314500,2,2.61,1108,8265,2,1,0,4,10,856,625,1951,2010,98026,47.567808376631184,-122.35714157113351,1122,1354
7250822975,2014-10-09,1133282,8,5.0,3772,7379,1,0,3,4,9,3713,74,2007,2000,98007,47.303469480143846,-121.63798136098933,3915,6029
8432408582,2014-10-10,466894,4,3.26,1647,11116,1,1,2,2,3,1382,713,1985,0,98084,47.212444805683724,-122.10106222912725,1587,3774
5876314448,2014-10-11,125636,1,1.0,686,14892,2,0,1,1,7,278,938,1994,2000,98060,47.21894860728786,-122.33072832266072,570,1588
6143821296,2014-10-12,1251475,7,5.0,3897,10118,1,0,1,3,11,3867,58,1958,0,98155,47.504419283238896,-121.98933059756344,3878,1604
1775319881,2014-10-13,960820,5,3.98,3011,5652,2,1,1,4,6,2991,385,2014,2010,98197,47.640624087206064,-122.08333195007991,3142,11420
6422269880,2014-10-14,1241026,6,5.0,3920,7792,1,1,0,1,3,3702,14,1999,2000,98002,47.272504270800376,-122.28083844626204,3847,9365
1477637937,2014-10-15,747586,3,3.06,2294,11473,2,1,2,1,10,2214,230,1981,2000,98196,47.33277043954897,-121.77924778172236,2362,1353
9023726042,2014-10-16,417297,1,1.0,1159,10247,1,1,4,1,7,871,616,1992,0,98006,47.39635596710172,-121.86871068766727,997,12482
1698095339,2014-10-17,1033686,7,5.0,3311,8456,1,0,1,2,4,3281,676,2003,1990,98187,47.33084606923669,-122.40033838644456,3133,6434
3901771451,2014-10-18,1150923,8,5.0,3502,5674,2,1,2,3,3,3005,198,1996,0,98003,47.4348019376123,-121.57461328567466,3543,1433
5458546691,2014-10-19,687519,3,1.41,2455,1541,1,0,3,2,5,2222,915,1963,1990,98132,47.535769003459045,-121.94153003426993,2620,12144
3662744707,2014-10-20,1003935,5,3.91,2950,3161,2,0,0,4,11,2477,353,1997,2010,98138,47.610962048944785,-122.24979551293646,2856,9450
6218026755,2014-10-21,528458,3,2.25,1869,3251,1,0,2,2,3,1465,34,2004,2000,98124,47.77826510932434,-122.29370818492764,2016,1867
1180234310,2014-10-22,750295,4,3.21,2486,10244,1,0,2,1,6,2451,161,1978,2000,98014,47.758506201809915,-122.3640520186278,2427,11798
6856812209,2014-10-23,620314,4,2.61,2034,5569,1,0,4,2,10,1586,756,1996,0,98191,47.54207618489735,-122.07536259360965,1978,12837
1423459004,2014-10-24,117486,1,1.0,646,3744,2,0,2,1,10,515,981,2012,0,98012,47.64049003387381,-122.36445898690917,725,9787
2092043671,2014-10-25,1197328,8,5.0,3719,13061,2,1,4,3,12,3396,798,1968,2010,98117,47.770523322775254,-122.08418358740478,3763,6764
7571172595,2014-10-26,1093995,6,4.99,3411,14192,2,0,0,2,10,3066,894,1958,2010,98006,47.25008316672484,-122.35122957176588,3401,1393
5932170104,2014-10-27,690729,3,2.8,2234,7041,2,0,0,2,12,2103,470,1986,1990,98103,47.20338085591686,-121.84319247847611,2323,13623
6034071195,2014-10-28,665887,4,3.15,2343,13673,2,0,3,2,10,1847,530,2001,2010,98005,47.21787985823775,-121.71475797831364,2321,11302
3249117222,2014-10-29,405569,1,1.0,988,13349,1,1,4,1,6,980,963,2006,2010,98183,47.538009617423775,-121.95047725247724,899,13056
7313238447,2014-10-30,1120261,5,2.94,3476,13802,1,1,4,1,10,3447,791,1977,2010,98063,47.65770005518152,-121.8199431251451,3489,13331
6647926549,2014-10-31,919411,5,4.03,2459,13717,2,0,1,2,11,2345,851,1985,2010,98177,47.42024497044702,-121.56162126291593,2396,11392
6840271139,2014-11-01,658644,5,3.2,2163,5675,1,1,1,2,9,1863,422,2013,1990,98029,47.52714350483657,-121.8616284704294,2336,13189
6613403225,2014-11-02,1027294,5,3.39,3098,2560,1,0,3,3,4,3095,347,1967,2010,98021,47.509819791129125,-122.13584180181611,3097,13045
1838365438,2014-11-03,964463,6,4.21,2885,12954,1,1,0,3,11,2561,693,1984,1990,98152,47.25686253495521,-122.05051984132508,2691,14141
2387702654,2014-11-04,1061171,5,3.65,3419,2164,1,0,1,4,10,3183,934,1988,0,98155,47.39295295853443,-121.63947477392796,3564,4754
9537319257,2014-11-05,422552,1,1.0,1140,6419,2,1,2,3,7,1118,912,1957,2000,98117,47.211661093109385,-122.3692796810499,952,5370
2692801413,2014-11-06,700329,3,2.27,2302,3722,1,1,0,3,5,2287,146,1964,0,98083,47.26642341328391,-122.17426297754957,2181,12621
7886267947,2014-11-07,957955,7,4.94,3020,11550,2,1,2,3,9,2999,373,1956,2010,98166,47.68711493374587,-121.92271993102952,3105,5521
7311534610,2014-11-08,597128,3,2.6,2469,1470,2,0,4,1,4,1985,687,1966,2000,98194,47.69764809834899,-121.82361043059157,2427,8699
2815293841,2014-11-09,879851,5,4.27,2698,10608,1,0,0,3,5,2627,674,2013,2010,98132,47.68116779202704,-121.73650092456829,2886,5578
1045069853,2014-11-10,555124,4,3.05,1938,14953,2,0,3,3,11,1635,415,1961,2010,98192,47.63609118457134,-122.18179320400391,2009,9405
4844276137,2014-11-11,1213163,8,5.0,3869,2468,1,1,4,2,6,3424,686,2005,0,98142,47.67598770783994,-122.35414086599084,3869,3126
1640554953,2014-11-12,638889,5,4.81,2134,8925,1,1,4,1,6,1654,493,1995,2010,98089,47.60258940476171,-121.54516079032344,2083,9330
4375523339,2014-11-13,230288,2,1.0,762,1808,1,0,2,4,5,319,558,1996,0,98194,47.60190000328977,-122.42360778286796,857,14237
7948963165,2014-11-14,748294,4,2.38,2287,9363,2,1,4,4,7,2058,255,1965,2010,98167,47.600417078495084,-122.40419464421312,2379,5193
4753264373,2014-11-15,867857,6,4.85,2691,7719,2,0,1,3,5,2585,959,1951,1990,98120,47.508425673806926,-122.00505745809804,2824,4960
1055436107,2014-11-16,963382,6,5.0,2893,13318,2,0,0,4,11,2686,685,2003,2000,98105,47.418008340078906,-121.6807289718564,2964,1663
3434786026,2014-11-17,410181,1,1.0,1123,13334,1,0,1,4,5,735,102,1976,0,98068,47.63811715969693,-121.72549589364468,965,3832
6804829812,2014-11-18,476360,4,3.86,1516,13417,1,0,2,4,4,1309,120,1980,0,98094,47.379187608152044,-121.56230073380591,1634,10265
1500187307,2014-11-19,410071,2,1.55,1380,11591,1,1,2,3,7,1118,418,1990,2000,98076,47.52574127888657,-122.35839742438701,1194,5574
5840841489,2014-11-20,862586,5,3.41,2549,6073,2,1,0,4,8,2499,349,1985,0,98170,47.46001337213073,-122.12427274293756,2596,7371
4889259705,2014-11-21,1145052,6,4.0,3444,9012,1,1,4,3,3,3380,656,1996,2000,98000,47.36597336625622,-122.21785787127828,3415,13214
4587897707,2014-11-22,615129,3,2.56,1827,2645,1,0,3,2,8,1563,41,1992,1990,98149,47.78481395227148,-121.63912987644532,1844,8624
7189694474,2014-11-23,852691,6,4.04,2801,14892,2,1,2,2,12,2464,366,2014,2010,98061,47.355250987121096,-122.0116453797188,2737,7292
6430865091,2014-11-24,326732,2,1.54,952,9249,2,0,0,4,5,652,28,1999,1990,98153,47.38557583823382,-122.47315206558433,1072,6177
3162717793,2014-11-25,1157873,7,5.0,3608,2129,2,0,3,2,6,3231,965,1950,2010,98017,47.29695250105484,-121.7920355931616,3634,9353
1292526039,2014-11-26,587526,3,2.1,1683,2353,1,0,4,3,8,1509,891,2006,2000,98047,47.693788375188575,-122.1113019021734,1526,8006
6232018881,2014-11-27,1119956,8,5.0,3562,1767,1,0,2,2,10,3112,784,1965,1990,98136,47.55195364033269,-121.96885323662899,3381,10692
7296921513,2014-11-28,733469,5,3.14,2556,4895,1,0,0,4,11,2405,976,1977,2010,98000,47.56782355388343,-121.60621257299,2474,4178
2912920566,2014-11-29,1235711,6,4.23,3804,9874,2,0,0,3,8,3329,13,1971,2000,98136,47.69233684707946,-122.24326222536719,3837,6546
1062565460,2014-11-30,1043081,7,4.55,3670,4454,2,1,0,1,9,3405,919,1990,2010,98150,47.40575179517793,-122.25973532438782,3837,5490
6002040998,2014-12-01,658024,4,3.04,2182,11200,2,1,2,3,7,1854,952,1968,0,98106,47.31618005522813,-122.23680749581992,2360,5896
1090284985,2014-12-02,1007740,5,4.14,3363,8329,2,1,3,2,11,2903,817,1999,0,98172,47.319043218396345,-122.1618920087403,3498,1185
4520196245,2014-12-03,815003,4,3.04,2755,12334,1,1,0,1,6,2452,824,2008,2000,98129,47.639571892877356,-122.3926460253539,2910,5653
6512006708,2014-12-04,498748,4,3.61,1654,2790,1,0,4,3,12,1492,484,1983,2010,98141,47.56846909267747,-121.80278033919141,1715,2980
7627126522,2014-12-05,351768,2,1.13,903,10669,1,0,0,1,8,466,188,1988,0,98037,47.32380332714926,-122.29260128217086,785,5541
1053004410,2014-12-06,890727,4,3.11,2699,1885,1,1,3,1,7,2357,871,1956,1990,98039,47.28703923678425,-121.57385425272942,2529,8808
6948970379,2014-12-07,807713,4,2.74,2601,8734,1,1,2,1,3,2235,294,2001,2010,98190,47.27241238309718,-122.28431368609013,2722,13180
5090592604,2014-12-08,1243981,8,5.0,3691,4906,1,1,0,3,7,3227,182,2009,2010,98081,47.576679188621824,-122.24435797069123,3764,1829
1110850498,2014-12-09,645685,4,3.25,2196,5492,1,1,0,2,7,1959,863,2001,0,98015,47.200071186946516,-122.20297977118918,2229,4519
3376365191,2014-12-10,288185,1,1.04,1127,10730,1,1,4,3,11,929,547,1973,0,98126,47.21099160556213,-121.73146190298858,954,14560
5271697090,2014-12-11,398979,3,1.71,1086,3073,2,1,4,2,3,587,881,1975,2000,98116,47.43373188137566,-122.07239351255797,1137,9008
1487653364,2014-12-12,713382,4,2.56,2148,1312,2,1,0,3,7,2133,36,1959,2010,98092,47.6148099185657,-121.68066537596938,2271,12703
4940817222,2014-12-13,579886,2,1.15,1943,7269,1,1,0,3,9,1635,13,1966,1990,98133,47.61702362589844,-121.71514628764422,1995,12520
8826886881,2014-12-14,556726,3,2.13,1945,14876,2,0,4,3,8,1650,922,1951,0,98002,47.45807096416461,-121.57050957723253,1983,12540
4877340949,2014-12-15,273886,2,1.54,603,6317,1,0,3,2,8,248,634,1976,2010,98013,47.614644163962744,-121.74339584489594,772,6909
2937860011,2014-12-16,139894,1,1.0,753,1810,1,0,1,3,9,478,594,1997,0,98065,47.512657707748076,-122.44808883033093,866,11677
2419020553,2014-12-17,1179478,7,4.83,3798,11427,2,0,1,1,8,3327,158,1958,2000,98094,47.78615885007839,-121.66271872630094,3772,13803
7246078151,2014-12-18,1176328,6,3.7,3683,7841,1,1,0,3,7,3445,493,1972,2010,98085,47.2974761283021,-121.56192740329459,3676,14888
5024074545,2014-12-19,1067208,6,5.0,3057,12049,1,0,4,1,12,2989,328,1976,2010,98194,47.56040036062336,-121.50631080745033,3036,14234
4420874427,2014-12-20,657955,4,2.43,1996,11955,1,1,2,4,7,1696,613,1992,2000,98113,47.494743265570605,-122.37473240586753,2180,2225
8545218541,2014-12-21,223415,2,1.92,598,3032,1,0,2,4,11,593,848,1956,1990,98158,47.31667980679462,-121.88672673067346,692,14886
1713286051,2014-12-22,821530,4,3.02,2700,10699,1,1,1,2,10,2481,82,2012,0,98160,47.64999425928502,-122.30054133411583,2714,6774
1253857558,2014-12-23,783624,4,3.13,2384,13737,1,1,3,2,12,2131,555,1993,2000,98128,47.3653048119592,-122.2374903590874,2386,14043
9791682072,2014-12-24,1093565,5,3.75,3461,11762,1,0,1,4,6,3009,579,1988,2010,98171,47.42902589145613,-121.75441566177714,3510,3844
9280919229,2014-12-25,676276,3,2.06,2419,11086,2,0,0,3,6,1987,559,1989,2000,98014,47.42489834175252,-121.52233228230094,2580,8347
1391446058,2014-12-26,472746,2,1.73,1377,14665,2,1,3,3,12,1083,568,1956,2010,98036,47.346522683912774,-121.90514449853698,1433,3733
6522900763,2014-12-27,309619,1,1.0,837,8129,1,1,2,3,7,480,586,1974,2000,98154,47.458423199019045,-121.64941553017775,711,5420
8182859578,2014-12-28,1110868,6,5.0,3369,3705,2,1,4,4,5,2984,21,2008,1990,98175,47.484007528556575,-122.49111619617118,3512,4996
1238009435,2014-12-29,1201866,8,5.0,3734,9788,1,0,4,1,10,3628,131,1962,2010,98026,47.64653300368558,-122.46336836015038,3735,11862
1095427651,2014-12-30,398991,1,1.05,1456,3147,1,0,0,2,9,1162,464,2011,2000,98011,47.65904114462622,-121.90327566267413,1397,13974
9540714232,2014-12-31,575740,3,2.0,2204,1615,1,1,1,1,7,2087,455,1957,1990,98066,47.295133580975,-122.11101689839955,2209,10690
5472899567,2015-01-01,225852,2,1.38,660,1947,1,0,0,4,12,256,301,1994,1990,98029,47.55566337959652,-121.61024218502685,658,2688
7401255852,2015-01-02,724997,4,2.41,2103,6677,2,1,4,1,5,1936,954,1967,0,98095,47.73771867896764,-122.19801808691426,2073,3447
1728014532,2015-01-03,1124176,7,5.0,3348,5651,2,0,2,3,7,2864,929,2009,2010,98193,47.26527196533074,-122.06794897249596,3463,1867
1218935443,2015-01-04,329903,2,1.0,897,13565,2,0,4,3,5,647,266,2009,0,98134,47.48374842672048,-121.97209080216844,924,13504
7947234641,2015-01-05,576289,4,3.66,1800,12956,2,0,3,1,12,1719,798,1951,1990,98033,47.650211873445,-122.22696116711376,1985,7952
7819106761,2015-01-06,458873,1,1.0,1315,8866,1,0,4,4,7,1262,394,1963,0,98031,47.566894800629406,-121.5915051325467,1293,12200
6720838318,2015-01-07,704308,5,3.84,2027,3013,2,0,4,1,3,1788,119,1997,0,98116,47.260351393957976,-122.0354664153419,2192,12716
7991113326,2015-01-08,734568,3,2.14,2419,4697,1,1,3,3,8,2054,245,2005,2000,98038,47.43796367521058,-122.07584439088099,2493,14288
3780810678,2015-01-09,628329,2,1.6,1915,1490,1,1,1,3,12,1904,567,1961,0,98095,47.50434369893012,-121.65024695106567,1776,7084
3951911961,2015-01-10,490602,2,2.73,1658,5350,2,0,4,4,6,1450,37,2004,1990,98170,47.79750736102976,-122.18802159835211,1784,14219
